gender,Occupation,Work,Rest,Sleep,Exercise,Lifespan
Male,Artist,23.67,0.06,0.27,0.0,25
Male,Retail Worker,7.01,9.21,7.78,0.0,88
Female,Consultant,10.53,3.34,8.92,1.21,66
Male,Office Worker,9.48,6.49,7.31,0.72,65
Female,Manager,9.71,7.65,4.41,2.23,84
Male,Teacher,6.29,8.09,7.41,2.21,78
Female,Engineer,7.89,8.4,6.86,0.86,93
Female,Freelancer,22.35,1.05,0.59,0.0,25
Male,Consultant,6.5,9.46,5.05,2.99,82
Female,Entrepreneur,12.99,2.51,7.47,1.02,68
Male,Artist,8.09,8.1,7.23,0.58,91
Female,Scientist,8.44,7.95,7.08,0.52,82
Female,Manual Laborer,8.31,8.22,6.58,0.88,81
Female,Scientist,9.9,3.02,10.36,0.72,69
Male,Engineer,2.97,3.0,17.06,0.97,61
Female,Office Worker,8.02,6.94,7.57,1.47,83
Female,Office Worker,8.79,4.52,10.41,0.28,65
Female,Technician,8.74,4.9,8.49,1.87,89
Male,Manager,11.11,2.33,8.18,2.38,69
Female,Office Worker,9.99,6.2,6.37,1.44,82
Female,Manager,13.42,1.36,6.22,3.0,78
Female,Healthcare Worker,10.49,6.74,6.22,0.56,83
Male,Artist,9.08,5.96,7.76,1.2,74
Male,Office Worker,7.07,9.19,6.62,1.12,78
Female,Technician,8.24,6.96,8.8,0.0,81
Male,Office Worker,8.35,5.72,7.62,2.3,100
Female,Scientist,7.77,6.29,9.87,0.06,77
Female,Teacher,7.81,5.2,8.53,2.46,73
Female,Manager,8.96,6.07,7.7,1.27,86
Female,Entrepreneur,13.18,1.68,7.44,1.7,67
Female,Healthcare Worker,11.68,4.01,6.65,1.66,90
Female,Technician,7.04,11.4,5.25,0.3,91
Male,Entrepreneur,13.21,2.72,7.72,0.35,64
Male,Entrepreneur,12.86,1.0,7.14,3.0,83
Male,Scientist,7.29,8.8,7.91,0.0,63
Male,Artist,7.15,10.14,6.67,0.04,79
Female,Driver,10.2,6.11,5.48,2.22,80
Male,Teacher,7.81,6.6,8.03,1.56,80
Female,Manager,9.5,3.55,9.26,1.69,74
Male,Freelancer,8.17,9.39,5.67,0.77,67
Female,Entrepreneur,12.25,4.71,6.77,0.27,80
Male,Retail Worker,8.27,6.83,6.02,2.87,83
Male,Healthcare Worker,11.29,6.67,5.57,0.47,66
Female,Freelancer,9.14,8.24,6.62,0.0,74
Female,Manual Laborer,11.58,1.0,8.42,3.0,91
Male,Freelancer,9.26,3.48,8.26,3.0,66
Female,Office Worker,7.45,8.77,5.78,2.01,84
Male,Freelancer,9.54,5.44,8.44,0.58,71
Male,Consultant,10.96,2.27,9.19,1.58,67
Male,Technician,8.66,6.49,8.59,0.26,80
Female,Manual Laborer,8.36,5.5,9.26,0.87,72
Female,Freelancer,10.61,3.36,7.46,2.57,85
Female,Teacher,7.88,5.09,8.6,2.43,93
Male,Retail Worker,9.66,7.23,6.62,0.49,76
Male,Teacher,8.61,6.62,7.58,1.19,89
Male,Retail Worker,8.09,6.94,7.4,1.57,81
Female,Manual Laborer,9.33,7.39,6.07,1.21,72
Female,Technician,7.87,6.11,8.15,1.87,100
Female,Healthcare Worker,11.4,6.13,6.39,0.09,87
Male,Engineer,8.21,4.5,9.15,2.15,75
Female,Freelancer,11.67,3.59,7.73,1.0,77
Male,Teacher,8.63,4.76,9.81,0.8,76
Male,Manual Laborer,8.33,6.99,7.37,1.32,74
Male,Manual Laborer,8.96,3.54,8.5,3.0,84
Female,Manual Laborer,9.9,4.46,7.76,1.88,93
Female,Manager,8.58,5.52,8.23,1.67,66
Male,Office Worker,8.18,4.66,8.16,3.0,88
Female,Driver,8.38,5.34,7.36,2.91,89
Female,Healthcare Worker,8.85,9.19,5.5,0.45,78
Male,Consultant,7.17,8.85,6.59,1.39,86
Male,Entrepreneur,13.97,1.0,6.03,3.0,70
Male,Freelancer,6.31,10.52,7.08,0.09,80
Female,Office Worker,9.7,5.02,6.85,2.43,84
Male,Teacher,6.15,4.34,10.51,3.0,82
Female,Healthcare Worker,10.11,5.94,4.96,3.0,92
Male,Freelancer,5.67,7.52,9.18,1.63,76
Female,Freelancer,7.39,5.93,7.68,3.0,95
Male,Retail Worker,8.7,6.98,8.33,0.0,85
Female,Driver,8.98,6.1,8.44,0.49,77
Male,Healthcare Worker,11.45,2.64,8.24,1.67,59
Female,Manual Laborer,9.04,7.0,7.19,0.77,93
Female,Manager,20.19,0.93,2.88,0.0,56
Male,Scientist,10.89,4.87,7.09,1.15,78
Female,Manager,12.61,4.41,6.37,0.61,68
Female,Engineer,2.93,5.43,15.17,0.46,48
Female,Teacher,8.6,5.64,9.1,0.66,77
Male,Engineer,8.67,4.95,7.38,3.0,89
Female,Freelancer,6.34,7.44,7.94,2.28,100
Male,Manager,11.04,3.18,7.55,2.23,85
Female,Freelancer,8.21,7.44,6.27,2.08,100
Male,Teacher,7.22,5.39,9.11,2.29,90
Male,Engineer,7.06,5.32,8.62,3.0,88
Female,Artist,5.87,6.41,10.12,1.61,74
Male,Teacher,7.83,3.97,9.2,3.0,92
Female,Driver,10.68,3.63,7.53,2.16,72
Female,Teacher,6.36,8.38,7.31,1.95,100
Female,Entrepreneur,11.6,4.96,7.03,0.41,69
Male,Engineer,7.92,6.61,7.8,1.68,86
Female,Artist,8.73,5.25,8.31,1.71,89
Male,Teacher,6.31,8.66,7.06,1.97,93
Female,Entrepreneur,15.03,1.01,6.01,1.94,74
Female,Driver,9.12,7.88,6.94,0.05,96
Male,Driver,11.0,2.14,8.26,2.6,66
Male,Consultant,8.02,3.76,9.22,3.0,71
Female,Scientist,8.28,6.67,7.32,1.73,83
Male,Healthcare Worker,9.91,3.15,9.07,1.87,64
Male,Scientist,10.42,3.14,10.23,0.2,50
Female,Scientist,9.25,7.05,7.07,0.63,90
Female,Manual Laborer,11.97,2.12,8.04,1.87,88
Male,Artist,5.87,11.6,6.51,0.02,79
Female,Freelancer,7.0,8.79,7.43,0.78,92
Male,Entrepreneur,14.64,1.0,7.24,1.12,69
Male,Artist,5.02,9.56,6.42,3.0,89
Female,Artist,7.71,5.49,8.86,1.95,86
Female,Freelancer,11.49,5.0,6.98,0.53,60
Female,Healthcare Worker,10.78,2.13,8.09,3.0,77
Female,Scientist,8.07,6.98,5.95,3.0,89
Male,Office Worker,7.21,5.74,9.15,1.9,72
Male,Office Worker,7.24,6.59,7.18,3.0,98
Male,Engineer,8.23,10.5,5.15,0.12,83
Female,Artist,5.74,6.54,8.72,3.0,93
Female,Teacher,8.45,5.96,9.59,0.0,88
Male,Manual Laborer,9.6,7.91,4.87,1.61,80
Male,Office Worker,7.98,7.55,8.01,0.46,85
Female,Engineer,7.3,6.23,9.54,0.93,76
Male,Healthcare Worker,9.6,5.75,6.5,2.16,84
Female,Entrepreneur,15.26,1.0,5.87,1.88,62
Female,Entrepreneur,13.06,1.0,6.94,3.0,79
Male,Freelancer,10.46,4.27,7.35,1.92,79
Female,Freelancer,11.78,4.07,7.02,1.13,82
Female,Office Worker,9.03,8.97,5.33,0.68,86
Female,Freelancer,8.62,5.84,7.34,2.2,94
Female,Scientist,8.7,10.82,4.32,0.16,83
Male,Entrepreneur,11.82,1.0,9.99,1.19,73
Female,Freelancer,7.23,8.14,5.68,2.94,71
Male,Manager,9.7,4.87,8.67,0.76,80
Male,Healthcare Worker,8.65,5.31,10.01,0.04,79
Female,Artist,7.85,5.94,7.29,2.92,88
Female,Entrepreneur,14.42,1.0,8.02,0.56,78
Male,Driver,9.41,4.38,7.99,2.23,94
Male,Office Worker,9.8,7.81,5.79,0.6,92
Male,Driver,9.0,5.17,7.98,1.85,80
Male,Manual Laborer,8.49,7.16,7.31,1.04,85
Male,Technician,8.96,6.07,6.69,2.28,87
Female,Office Worker,8.64,7.84,6.45,1.07,94
Male,Entrepreneur,10.77,5.76,6.36,1.1,71
Female,Freelancer,19.32,3.64,1.05,0.0,32
Female,Freelancer,10.45,4.43,7.26,1.86,76
Female,Scientist,9.37,4.77,8.43,1.43,84
Male,Consultant,10.22,6.28,6.48,1.01,96
Female,Technician,8.27,6.14,9.03,0.56,74
Female,Consultant,11.07,2.69,8.03,2.22,75
Male,Technician,8.45,5.76,9.2,0.58,75
Female,Engineer,8.21,6.1,6.69,3.0,82
Male,Manager,13.77,1.0,7.69,1.53,54
Male,Driver,8.15,7.47,6.63,1.75,95
Male,Teacher,6.54,10.22,5.53,1.72,91
Female,Manager,12.59,4.89,6.06,0.46,60
Male,Technician,7.86,7.27,7.08,1.79,81
Male,Artist,6.22,6.57,9.48,1.73,79
Male,Driver,8.74,10.17,3.5,1.59,85
Male,Manager,12.54,2.09,7.44,1.93,86
Male,Freelancer,10.98,2.3,8.89,1.83,80
Female,Entrepreneur,13.84,1.0,8.38,0.78,65
Male,Manager,9.28,6.32,6.49,1.91,89
Female,Freelancer,7.56,7.97,6.47,2.0,86
Female,Healthcare Worker,8.19,4.46,8.35,3.0,84
Male,Technician,1.11,4.65,17.32,0.91,63
Male,Technician,8.08,6.2,8.75,0.97,86
Male,Manager,9.04,6.14,7.71,1.11,90
Male,Engineer,8.18,6.38,6.43,3.0,81
Male,Driver,8.85,3.06,9.6,2.49,69
Male,Manual Laborer,8.75,8.62,5.82,0.82,92
Female,Manager,8.24,7.83,6.23,1.69,95
Male,Teacher,6.97,6.96,7.13,2.94,69
Male,Healthcare Worker,11.53,2.38,7.56,2.53,75
Male,Scientist,19.3,1.6,3.1,0.0,29
Female,Healthcare Worker,0.04,23.82,0.22,0.0,71
Female,Artist,5.03,9.61,6.84,2.52,93
Male,Healthcare Worker,11.2,1.45,9.61,1.74,74
Female,Freelancer,9.6,7.71,6.67,0.02,88
Female,Freelancer,6.89,9.29,7.82,0.0,90
Female,Retail Worker,6.84,9.99,4.36,2.81,84
Female,Office Worker,8.13,8.24,7.46,0.16,96
Male,Technician,9.93,4.47,7.15,2.45,70
Male,Manager,11.87,4.03,6.5,1.6,75
Female,Retail Worker,6.91,8.52,6.62,1.96,99
Female,Scientist,8.77,5.53,8.06,1.64,75
Male,Teacher,6.6,9.6,5.47,2.32,87
Male,Office Worker,9.17,5.79,8.09,0.94,87
Male,Consultant,10.37,4.78,6.26,2.59,80
Male,Freelancer,7.91,5.95,8.77,1.37,87
Male,Entrepreneur,12.76,3.49,5.24,2.51,67
Female,Entrepreneur,2.04,6.4,14.92,0.65,61
Female,Scientist,10.48,5.06,7.22,1.23,98
Female,Teacher,7.09,10.29,6.06,0.57,83
Female,Retail Worker,6.89,4.6,11.58,0.94,69
Female,Office Worker,8.28,4.41,9.21,2.1,82
Female,Scientist,8.37,5.74,8.07,1.81,73
Female,Healthcare Worker,10.06,4.68,6.95,2.31,89
Female,Scientist,9.23,6.54,6.54,1.69,81
Female,Teacher,7.53,8.15,8.21,0.1,79
Male,Consultant,6.09,11.21,6.69,0.0,99
Female,Retail Worker,6.48,10.4,6.78,0.35,82
Male,Scientist,7.41,3.73,11.04,1.82,71
Male,Teacher,8.46,7.35,7.08,1.11,86
Female,Driver,8.01,7.56,8.16,0.27,89
Female,Engineer,7.72,7.56,7.24,1.47,89
Female,Entrepreneur,11.09,1.68,9.13,2.1,74
Male,Driver,9.73,4.44,8.26,1.57,95
Female,Technician,9.88,1.0,10.12,3.0,72
Female,Entrepreneur,12.91,2.2,6.56,2.33,68
Male,Teacher,8.31,4.61,10.51,0.56,67
Male,Scientist,8.47,4.3,8.67,2.56,76
Male,Technician,0.44,23.75,0.46,0.0,61
Female,Manager,22.62,0.52,0.86,0.0,25
Female,Office Worker,9.91,6.02,6.51,1.55,82
Female,Retail Worker,8.37,8.64,6.14,0.85,86
Male,Artist,6.29,9.39,8.15,0.17,93
Female,Freelancer,8.78,7.58,6.22,1.42,100
Female,Office Worker,9.18,5.79,6.16,2.87,78
Male,Scientist,10.48,2.93,7.82,2.77,75
Female,Consultant,7.63,8.69,5.08,2.6,91
Female,Driver,8.94,4.09,7.97,3.0,91
Male,Manager,10.61,5.51,7.69,0.19,77
Female,Scientist,8.29,5.21,8.17,2.33,92
Female,Consultant,6.7,5.5,10.38,1.42,75
Female,Engineer,8.14,8.99,4.9,1.97,91
Female,Engineer,7.31,9.8,5.86,1.02,85
Female,Office Worker,9.4,4.64,8.68,1.28,98
Male,Entrepreneur,12.09,4.4,6.4,1.11,74
Female,Freelancer,5.54,9.49,8.32,0.65,83
Male,Healthcare Worker,10.22,4.43,7.65,1.7,70
Male,Manager,10.1,4.42,7.56,1.93,89
Female,Manual Laborer,8.68,2.54,10.71,2.07,72
Male,Teacher,7.32,9.36,6.04,1.28,89
Male,Office Worker,9.26,3.62,10.79,0.34,56
Female,Manager,12.07,3.21,8.6,0.12,82
Female,Driver,8.24,8.08,6.51,1.18,90
Male,Scientist,10.82,4.4,7.29,1.48,97
Female,Scientist,10.52,4.34,7.08,2.07,77
Female,Teacher,6.61,7.79,7.43,2.16,85
Female,Teacher,7.88,5.48,8.94,1.7,83
Female,Office Worker,9.83,4.88,8.27,1.02,83
Male,Driver,11.99,4.22,4.88,2.91,87
Male,Technician,8.79,7.79,6.09,1.33,92
Male,Freelancer,9.13,8.24,6.47,0.15,94
Female,Entrepreneur,12.2,2.87,8.11,0.82,77
Male,Consultant,7.56,8.44,7.79,0.22,85
Male,Healthcare Worker,9.01,7.19,7.69,0.11,82
Female,Entrepreneur,12.67,5.0,6.04,0.29,79
Female,Entrepreneur,15.1,1.0,4.9,3.0,76
Female,Freelancer,6.08,10.27,5.64,2.01,81
Female,Manager,10.38,2.58,10.04,1.0,83
Female,Freelancer,9.5,5.99,7.77,0.75,78
Male,Healthcare Worker,8.66,6.89,7.29,1.16,92
Male,Office Worker,1.33,4.27,18.36,0.04,33
Male,Manager,8.03,4.7,8.27,3.0,84
Male,Retail Worker,7.41,4.28,10.14,2.16,66
Female,Entrepreneur,13.57,1.73,8.24,0.46,84
Female,Artist,4.93,7.11,9.78,2.18,92
Female,Artist,4.03,10.86,6.93,2.17,97
Female,Teacher,6.1,11.02,5.33,1.55,100
Male,Teacher,8.24,5.97,8.34,1.46,83
Female,Technician,8.43,3.57,10.11,1.89,63
Female,Entrepreneur,20.59,1.72,1.69,0.0,33
Male,Consultant,10.85,6.33,6.3,0.53,88
Female,Teacher,6.09,6.83,8.71,2.36,88
Female,Driver,10.36,3.68,7.06,2.9,95
Male,Engineer,9.0,7.55,7.45,0.0,65
Male,Teacher,6.15,6.26,8.59,3.0,83
Female,Retail Worker,7.05,9.54,5.35,2.06,90
Male,Consultant,0.84,18.52,3.14,1.5,77
Female,Retail Worker,8.25,4.96,8.3,2.49,89
Female,Freelancer,7.63,5.4,10.4,0.57,74
Female,Teacher,6.42,8.02,8.3,1.26,83
Female,Manager,8.63,6.26,6.48,2.63,89
Male,Freelancer,7.55,8.2,7.26,0.99,65
Female,Manager,8.51,8.53,6.24,0.71,98
Male,Office Worker,8.79,3.57,8.69,2.94,77
Female,Technician,9.14,5.26,8.6,1.0,73
Male,Freelancer,7.74,6.8,6.45,3.0,91
Female,Healthcare Worker,9.72,9.9,3.46,0.91,91
Male,Office Worker,9.79,4.3,8.91,1.0,86
Female,Entrepreneur,15.51,1.02,7.47,0.0,58
Female,Healthcare Worker,8.68,7.61,7.61,0.1,79
Female,Manual Laborer,11.36,4.33,7.3,1.01,71
Female,Freelancer,5.5,9.15,7.48,1.88,100
Female,Entrepreneur,12.52,4.13,7.09,0.27,69
Female,Entrepreneur,15.33,1.0,6.93,0.74,67
Female,Scientist,9.96,1.35,9.69,3.0,63
Male,Office Worker,9.14,4.89,7.57,2.4,74
Male,Office Worker,9.82,3.48,8.35,2.35,87
Female,Technician,7.35,8.79,5.82,2.04,99
Female,Office Worker,8.57,6.21,6.23,3.0,84
Male,Healthcare Worker,10.25,7.41,5.69,0.65,69
Male,Manual Laborer,11.26,2.86,8.64,1.24,74
Female,Healthcare Worker,9.89,7.67,5.85,0.59,94
Female,Healthcare Worker,8.41,8.81,6.68,0.11,92
Female,Scientist,8.15,6.26,7.82,1.77,85
Male,Manual Laborer,9.65,5.32,6.46,2.58,86
Female,Freelancer,10.41,5.01,7.14,1.44,100
Female,Scientist,10.5,5.42,6.92,1.16,90
Female,Engineer,7.91,7.29,7.39,1.4,82
Female,Manual Laborer,9.28,7.25,7.4,0.07,90
Male,Entrepreneur,12.92,4.27,6.0,0.81,69
Female,Consultant,10.57,2.29,8.57,2.57,75
Male,Entrepreneur,15.27,1.0,5.62,2.11,78
Female,Scientist,7.29,6.06,8.4,2.26,78
Female,Driver,10.35,3.06,8.67,1.92,77
Female,Scientist,8.14,7.27,7.52,1.07,100
Female,Consultant,11.23,5.25,6.89,0.63,74
Female,Healthcare Worker,8.35,5.55,8.65,1.45,67
Female,Scientist,8.24,6.5,8.96,0.29,85
Male,Scientist,7.86,6.11,7.11,2.91,74
Female,Artist,4.92,7.97,9.06,2.05,79
Male,Teacher,6.08,7.57,9.46,0.88,78
Male,Artist,6.71,11.6,5.41,0.28,80
Female,Healthcare Worker,10.18,6.19,5.89,1.75,80
Female,Artist,7.31,11.17,5.3,0.21,80
Male,Consultant,7.76,5.79,7.44,3.0,88
Male,Freelancer,10.62,4.59,6.95,1.84,80
Female,Healthcare Worker,10.61,3.97,6.74,2.68,69
Male,Manual Laborer,8.55,6.08,7.66,1.7,97
Female,Manager,8.78,5.91,6.31,3.0,81
Male,Office Worker,7.22,8.08,7.57,1.13,76
Female,Manager,12.14,1.0,8.71,2.15,79
Male,Manual Laborer,11.3,4.81,6.68,1.21,88
Female,Retail Worker,7.04,6.39,9.57,1.01,78
Female,Entrepreneur,14.97,1.94,4.62,2.48,62
Female,Scientist,8.1,7.36,6.82,1.72,73
Male,Freelancer,10.7,2.36,8.49,2.45,80
Female,Driver,9.47,6.06,6.12,2.35,82
Male,Office Worker,8.67,6.21,8.0,1.12,90
Female,Manager,13.93,1.74,7.28,1.05,79
Male,Technician,9.69,3.55,8.08,2.68,74
Male,Technician,9.3,6.07,7.78,0.85,63
Female,Technician,0.17,19.0,2.97,1.86,72
Female,Retail Worker,8.31,7.68,8.01,0.0,79
Female,Entrepreneur,11.2,3.05,7.13,2.62,89
Male,Scientist,8.88,6.38,8.26,0.48,74
Male,Retail Worker,8.16,6.29,7.37,2.18,87
Female,Manual Laborer,8.34,5.62,8.26,1.77,84
Male,Freelancer,5.4,10.83,7.19,0.58,82
Female,Manual Laborer,11.86,4.3,7.84,0.0,60
Female,Retail Worker,7.08,8.61,7.72,0.59,87
Female,Manager,10.51,4.09,8.43,0.97,83
Female,Technician,7.94,5.92,8.7,1.44,85
Female,Entrepreneur,14.27,1.0,7.3,1.42,67
Male,Driver,10.81,3.79,6.86,2.54,81
Female,Driver,8.66,8.03,4.53,2.78,97
Female,Engineer,4.88,2.95,15.46,0.71,49
Female,Technician,9.46,3.34,9.35,1.85,82
Female,Freelancer,7.28,7.53,8.73,0.46,87
Male,Manual Laborer,8.01,7.53,5.59,2.86,86
Male,Retail Worker,7.39,8.6,8.01,0.0,74
Male,Manager,9.18,6.06,8.09,0.67,79
Male,Entrepreneur,14.78,1.0,5.4,2.82,83
Male,Retail Worker,6.19,7.54,8.13,2.13,93
Male,Artist,4.18,11.61,5.78,2.44,100
Male,Engineer,9.19,3.88,8.96,1.97,81
Male,Driver,9.22,5.19,8.44,1.15,93
Male,Artist,0.13,23.51,0.16,0.2,59
Male,Technician,7.2,7.81,7.42,1.57,79
Male,Artist,9.21,9.16,5.34,0.29,57
Male,Technician,7.94,6.4,6.88,2.79,84
Female,Manual Laborer,8.48,4.22,8.91,2.39,97
Male,Freelancer,10.62,1.97,9.04,2.38,64
Female,Manual Laborer,18.57,2.27,3.16,0.0,46
Male,Office Worker,9.64,6.46,7.11,0.79,91
Female,Technician,8.29,4.85,10.1,0.76,70
Female,Freelancer,8.74,9.62,5.63,0.0,83
Male,Scientist,10.27,1.79,9.43,2.5,71
Female,Scientist,9.96,4.69,7.88,1.47,95
Male,Scientist,9.24,9.78,4.98,0.0,66
Male,Entrepreneur,13.18,1.0,7.43,2.39,78
Male,Manager,12.95,1.0,7.37,2.68,75
Female,Driver,10.76,2.88,7.94,2.42,75
Female,Teacher,7.13,8.11,5.76,3.0,100
Female,Engineer,7.63,6.27,7.1,3.0,97
Male,Retail Worker,7.28,8.46,6.27,1.99,87
Female,Teacher,8.31,4.92,8.08,2.68,83
Female,Manual Laborer,9.53,6.3,5.16,3.0,79
Male,Technician,9.85,5.98,6.11,2.06,68
Female,Technician,8.31,7.85,6.24,1.6,85
Female,Healthcare Worker,10.42,5.44,7.26,0.87,85
Female,Driver,8.27,4.42,9.96,1.35,64
Female,Artist,6.05,8.02,7.96,1.98,95
Female,Technician,19.46,0.54,4.0,0.0,53
Female,Entrepreneur,15.64,1.0,7.07,0.29,69
Male,Consultant,8.38,8.91,5.85,0.86,73
Male,Manual Laborer,8.82,6.38,6.98,1.83,77
Male,Retail Worker,6.4,10.81,6.79,0.0,92
Male,Consultant,8.23,6.3,6.47,3.0,83
Female,Consultant,9.41,5.11,8.97,0.51,78
Male,Entrepreneur,15.47,1.0,6.11,1.42,69
Female,Healthcare Worker,11.08,4.81,6.8,1.32,79
Female,Retail Worker,6.1,9.73,8.17,0.0,90
Male,Healthcare Worker,10.69,2.61,10.18,0.52,81
Male,Office Worker,7.2,9.27,6.02,1.51,82
Female,Scientist,7.33,4.83,9.18,2.67,74
Female,Retail Worker,1.69,1.91,19.64,0.76,50
Male,Office Worker,7.32,4.38,9.73,2.57,64
Male,Technician,8.39,4.26,8.91,2.44,94
Female,Office Worker,8.23,6.55,7.64,1.58,74
Male,Manual Laborer,10.76,4.9,8.05,0.29,82
Female,Consultant,7.04,7.8,6.49,2.67,95
Male,Scientist,7.32,8.9,7.18,0.61,84
Male,Driver,11.05,4.2,6.94,1.81,85
Female,Scientist,7.4,6.71,6.9,3.0,98
Female,Driver,11.87,3.82,6.98,1.33,71
Male,Office Worker,8.58,6.01,8.0,1.41,82
Female,Retail Worker,9.16,5.91,8.93,0.0,81
Male,Engineer,7.78,7.65,7.08,1.49,73
Female,Office Worker,7.28,9.48,6.32,0.92,82
Male,Artist,7.24,6.49,9.37,0.91,72
Male,Entrepreneur,11.45,1.0,9.45,2.1,78
Female,Manager,12.83,3.03,6.85,1.29,72
Male,Teacher,8.66,7.81,6.8,0.73,87
Male,Engineer,7.73,10.47,5.42,0.39,84
Male,Entrepreneur,11.29,4.17,6.75,1.8,85
Female,Manual Laborer,8.7,4.74,7.88,2.68,93
Male,Office Worker,7.92,7.32,8.01,0.76,79
Female,Manual Laborer,8.13,7.42,7.04,1.41,99
Male,Artist,6.95,10.69,5.99,0.37,88
Female,Driver,10.61,2.82,8.41,2.15,72
Male,Engineer,8.05,8.3,6.5,1.15,92
Female,Scientist,10.11,7.4,5.45,1.03,80
Female,Artist,6.57,7.75,8.27,1.42,93
Male,Artist,9.03,4.9,7.07,3.0,87
Female,Engineer,8.21,5.79,9.21,0.79,88
Male,Driver,8.38,8.99,6.4,0.23,80
Female,Entrepreneur,12.08,2.12,7.36,2.44,79
Male,Freelancer,10.5,5.26,6.95,1.29,84
Female,Manual Laborer,9.13,4.16,7.71,3.0,90
Male,Scientist,9.7,6.81,6.17,1.31,83
Male,Entrepreneur,15.37,1.0,5.9,1.72,58
Female,Retail Worker,8.77,7.1,6.3,1.83,94
Female,Technician,9.79,7.15,6.44,0.62,77
Female,Scientist,7.52,7.37,8.72,0.39,72
Female,Scientist,7.8,7.27,5.94,3.0,97
Female,Manual Laborer,11.66,2.29,8.36,1.69,67
Male,Entrepreneur,21.16,0.8,2.04,0.0,25
Female,Office Worker,9.87,3.67,9.66,0.79,86
Female,Healthcare Worker,12.0,3.78,6.7,1.53,62
Female,Retail Worker,7.8,7.05,6.92,2.23,91
Female,Retail Worker,6.19,8.88,8.16,0.78,90
Female,Entrepreneur,11.13,5.5,7.27,0.1,84
Female,Consultant,9.01,6.49,6.36,2.14,81
Male,Technician,7.42,8.23,6.27,2.08,91
Female,Artist,7.14,4.73,9.82,2.31,90
Female,Teacher,6.45,3.62,10.94,2.99,87
Female,Technician,8.28,4.72,8.0,3.0,83
Male,Retail Worker,9.65,7.7,6.65,0.0,94
Male,Engineer,7.87,6.27,7.7,2.16,83
Female,Artist,5.57,9.01,9.32,0.11,67
Male,Technician,7.28,10.32,5.64,0.76,89
Female,Artist,5.36,11.9,6.29,0.45,84
Female,Driver,8.99,8.3,6.16,0.55,83
Male,Teacher,6.97,9.11,6.79,1.13,93
Female,Consultant,7.93,6.53,9.16,0.38,88
Female,Healthcare Worker,9.1,4.89,7.01,3.0,92
Female,Healthcare Worker,0.18,22.47,0.45,0.91,64
Female,Healthcare Worker,9.65,3.04,8.31,3.0,74
Male,Artist,5.56,10.1,7.82,0.52,90
Male,Engineer,8.0,6.29,9.12,0.59,79
Female,Consultant,10.77,6.08,5.85,1.3,82
Female,Retail Worker,9.12,3.24,9.34,2.31,80
Male,Artist,9.31,4.67,8.22,1.79,84
Female,Office Worker,7.47,5.72,8.67,2.15,100
Female,Consultant,11.58,4.63,7.49,0.3,84
Male,Manager,19.63,4.26,0.1,0.0,47
Male,Office Worker,7.23,8.6,6.59,1.58,85
Male,Teacher,6.31,9.15,7.15,1.39,77
Male,Retail Worker,6.52,9.76,5.72,1.99,77
Male,Healthcare Worker,11.73,2.89,8.87,0.51,70
Male,Engineer,8.49,8.35,4.16,3.0,79
Female,Artist,9.43,9.11,4.46,1.01,97
Male,Entrepreneur,13.82,2.66,7.01,0.51,76
Male,Office Worker,7.12,5.47,10.41,1.0,76
Female,Entrepreneur,13.76,1.12,8.63,0.49,56
Female,Freelancer,9.41,3.14,9.12,2.32,91
Male,Office Worker,9.8,2.97,9.01,2.22,82
Female,Manager,11.48,4.23,7.94,0.35,77
Male,Healthcare Worker,8.85,5.51,6.64,3.0,85
Female,Healthcare Worker,9.3,6.62,7.77,0.3,100
Female,Scientist,7.71,4.46,10.98,0.85,71
Male,Consultant,9.1,6.65,6.64,1.61,71
Female,Freelancer,7.48,10.49,6.04,0.0,89
Female,Freelancer,9.6,4.92,7.38,2.1,87
Female,Retail Worker,3.79,16.33,1.1,2.78,87
Male,Manual Laborer,11.54,5.36,6.61,0.49,90
Female,Technician,7.05,5.18,10.63,1.14,78
Male,Manager,13.88,1.0,7.17,1.95,78
Female,Artist,5.22,10.95,7.43,0.4,87
Male,Manual Laborer,8.01,5.44,9.5,1.05,78
Male,Consultant,8.46,7.71,6.8,1.03,86
Female,Healthcare Worker,8.45,5.71,7.9,1.94,94
Female,Entrepreneur,15.37,1.0,6.61,1.02,66
Male,Manager,13.9,1.14,8.96,0.0,50
Male,Technician,8.7,6.95,6.69,1.66,90
Female,Driver,11.92,4.53,5.5,2.05,71
Female,Retail Worker,7.11,6.44,8.37,2.08,90
Female,Entrepreneur,15.7,1.0,7.3,0.0,81
Female,Office Worker,7.08,4.25,10.84,1.83,62
Male,Manual Laborer,10.7,6.14,4.97,2.19,87
Female,Consultant,10.08,3.66,8.52,1.74,84
Female,Consultant,6.27,8.5,6.32,2.91,87
Male,Entrepreneur,11.82,3.32,6.57,2.28,73
Male,Manager,8.65,4.69,10.17,0.5,66
Male,Entrepreneur,15.63,1.0,7.24,0.13,57
Male,Manual Laborer,9.2,4.02,8.06,2.72,87
Male,Office Worker,9.45,8.55,3.0,3.0,81
Male,Consultant,6.4,7.52,9.79,0.3,63
Male,Technician,8.83,8.23,6.13,0.81,84
Male,Consultant,8.55,7.37,8.01,0.07,77
Female,Driver,11.22,7.63,3.94,1.2,73
Male,Office Worker,7.92,5.14,9.97,0.96,78
Male,Technician,8.11,5.96,8.1,1.84,92
Female,Driver,8.28,7.4,7.38,0.95,91
Female,Manual Laborer,11.59,6.71,4.02,1.68,74
